ENTRY_AC,ENTRY_TYPE,ENTRY_NAME
IPR018376,Conserved_site,"Enoyl-CoA hydratase/isomerase, conserved site"
IPR018378,Conserved_site,"C-type lectin, conserved site"
IPR018456,Conserved_site,"PTR2 family proton/oligopeptide symporter, conserved site"
IPR018480,Conserved_site,"Phospho-N-acetylmuramoyl-pentapeptide transferase, conserved site"
IPR018483,Conserved_site,"Carbohydrate kinase, FGGY, conserved site"
IPR018486,Conserved_site,"Hemopexin, conserved site"
IPR018494,Conserved_site,"Oxysterol-binding protein, conserved site"
IPR018496,Conserved_site,"Pseudouridine synthase, RsuA/RluB/E/F, conserved site"
IPR018503,Conserved_site,"Tetraspanin, conserved site"
IPR018509,Conserved_site,"Dehydroquinase, class II, conserved site"
IPR018511,Conserved_site,Hemolysin-type calcium-binding conserved site
IPR018517,Conserved_site,"tRNA-dihydrouridine synthase, conserved site"
IPR018520,Conserved_site,"Di-trans-poly-cis-decaprenylcistransferase-like, conserved site"
IPR018522,Conserved_site,"DNA topoisomerase, type IIA, conserved site"
IPR018523,Conserved_site,"Isocitrate lyase/phosphorylmutase, conserved site"
IPR018525,Conserved_site,"Mini-chromosome maintenance, conserved site"
IPR018935,Conserved_site,"RIO kinase, conserved site"
IPR018936,Conserved_site,"Phosphatidylinositol 3-/4-kinase, conserved site"
IPR019546,Conserved_site,"Twin-arginine translocation pathway, signal sequence, bacterial/archaeal"
IPR019737,Conserved_site,"Homeobox engrailed-type, conserved site"
IPR019740,Conserved_site,"Pyridoxamine 5'-phosphate oxidase, conserved site"
IPR019741,Conserved_site,"Galactokinase, conserved site"
IPR019743,Conserved_site,"Involucrin, conserved site"
IPR019744,Conserved_site,"Amyloidogenic glycoprotein, copper-binding domain conserved site"
IPR019745,Conserved_site,"Amyloidogenic glycoprotein, intracellular domain, conserved site"
IPR019747,Conserved_site,FERM conserved site
IPR019758,Conserved_site,"Peptidase S26A, signal peptidase I, conserved site"
IPR019760,Conserved_site,"DNA-directed DNA polymerase, family A, conserved site"
IPR019762,Conserved_site,"Dynamin, GTPase region, conserved site"
IPR019764,Conserved_site,"Endothelin-like toxin, conserved site"
IPR019770,Conserved_site,"Eukaryotic translation initiation factor 4E (eIF-4E), conserved site"
IPR019775,Conserved_site,"WD40 repeat, conserved site"
IPR019776,Conserved_site,"Flagellar basal body rod protein, conserved site"
IPR019777,Conserved_site,"Formate C-acetyltransferase glycine radical, conserved site"
IPR019778,Conserved_site,"Class I Hydrophobin, conserved site"
IPR019786,Conserved_site,"Zinc finger, PHD-type, conserved site"
IPR019797,Conserved_site,"Glutamate 5-kinase, conserved site"
IPR019801,Conserved_site,"Glycoside hydrolase, family 35, conserved site"
IPR019802,Conserved_site,"Glycoside hydrolase, family 4, conserved site"
IPR019804,Conserved_site,"Ras guanine-nucleotide exchange factor, conserved site"
IPR019805,Conserved_site,"Heat shock protein Hsp90, conserved site"
IPR019806,Conserved_site,"Heat-stable enterotoxin, conserved site"
IPR019808,Conserved_site,"Histidine triad, conserved site"
IPR019809,Conserved_site,"Histone H4, conserved site"
IPR019813,Conserved_site,"Translation initiation factor 3, conserved site"
IPR019818,Conserved_site,"Isocitrate/isopropylmalate dehydrogenase, conserved site"
IPR019819,Conserved_site,"Carboxylesterase type B, conserved site"
IPR019821,Conserved_site,"Kinesin motor domain, conserved site"
IPR019823,Conserved_site,"Large-conductance mechanosensitive channel, conserved site"
IPR019828,Conserved_site,"Lysyl oxidase, conserved site"
IPR019829,Conserved_site,"Macrophage migration inhibitory factor, conserved site"
IPR019844,Conserved_site,"Cold-shock domain, conserved site"
IPR019845,Conserved_site,"Squalene/phytoene synthase, conserved site"
IPR019846,Conserved_site,Nerve growth factor conserved site
IPR019897,Conserved_site,"RidA, conserved site"
IPR019926,Conserved_site,"Large ribosomal subunit protein uL3, conserved site"
IPR019954,Conserved_site,Ubiquitin conserved site
IPR019972,Conserved_site,"Large ribosomal subunit protein uL14, conserved site"
IPR019974,Conserved_site,XPG conserved site
IPR019979,Conserved_site,"Small ribosomal subunit protein uS17, conserved site"
IPR020053,Conserved_site,"Ribosome-binding factor A, conserved site"
IPR020054,Conserved_site,"Proteinase inhibitor I16, Streptomyces subtilisin-type inhibitor, conserved site"
IPR020081,Conserved_site,"SsrA-binding protein, conserved site"
IPR020084,Conserved_site,"NUDIX hydrolase, conserved site"
IPR020119,Conserved_site,"Pseudouridine synthase TruD, conserved site"
IPR020392,Conserved_site,"Pancreatic hormone-like, conserved site"
IPR020396,Conserved_site,"NADH:ubiquinone oxidoreductase, 30kDa subunit, conserved site"
IPR020458,Conserved_site,"Zinc finger, DksA/TraR C4-type conserved site"
IPR020538,Conserved_site,"Hydrogenase nickel incorporation protein HypA/HybF, conserved site"
IPR020539,Conserved_site,"Ribonuclease P, conserved site"
IPR020541,Conserved_site,"Chorismate synthase, conserved site"
IPR020549,Conserved_site,"Endoribonuclease YbeY, conserved site"
IPR020550,Conserved_site,"Inositol monophosphatase, conserved site"
IPR020554,Conserved_site,"Uncharacterised protein family UPF0021, conserved site"
IPR020555,Conserved_site,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase, conserved site"
IPR020556,Conserved_site,"Amidase, conserved site"
IPR020557,Conserved_site,"Fumarate lyase, conserved site"
IPR020558,Conserved_site,"Dihydroxy-acid/6-phosphogluconate dehydratase, conserved site"
IPR020559,Conserved_site,"Phosphoribosylglycinamide synthetase, conserved site"
IPR020565,Conserved_site,"Imidazoleglycerol-phosphate dehydratase, conserved site"
IPR020567,Conserved_site,"Nodulation protein A, NodA, conserved site"
IPR020574,Conserved_site,"Small ribosomal subunit protein uS9, conserved site"
IPR020584,Conserved_site,"DNA recombination/repair protein RecA, conserved site"
IPR020586,Conserved_site,"Photosystem I PsaA/PsaB, conserved site"
IPR020590,Conserved_site,"Guanylate kinase, conserved site"
IPR020592,Conserved_site,"Small ribosomal subunit protein bS16, conserved site"
IPR020593,Conserved_site,"Gamma-glutamyl phosphate reductase GPR, conserved site"
IPR020595,Conserved_site,"MnmG-related, conserved site"
IPR020596,Conserved_site,"Ribosomal RNA adenine methylase transferase, conserved site"
IPR020605,Conserved_site,"Octanoyltransferase, conserved site"
IPR020606,Conserved_site,"Small ribosomal subunit protein uS7, conserved site"
IPR020612,Conserved_site,"Methylthiotransferase, conserved site"
IPR020613,Conserved_site,"Thiolase, conserved site"
IPR020624,Conserved_site,"Schiff base-forming aldolase, conserved site"
IPR020628,Conserved_site,"Formate-tetrahydrofolate ligase, FTHFS, conserved site"
IPR020633,Conserved_site,"Thymidine kinase, conserved site"
IPR020708,Conserved_site,"DNA-directed RNA polymerase, 14-18kDa subunit, conserved site"
IPR020719,Conserved_site,"RNA 3'-terminal phosphate cyclase-like, conserved site"
IPR020781,Conserved_site,"ATPase, OSCP/delta subunit, conserved site"
IPR020785,Conserved_site,"Large ribosomal subunit protein uL11, conserved site"
IPR020798,Conserved_site,"Large ribosomal subunit protein uL16, conserved site"
IPR020805,Conserved_site,"Cell division protein FtsZ, conserved site"
IPR020808,Conserved_site,"Bacterial microcompartments protein, conserved site"
IPR020809,Conserved_site,"Enolase, conserved site"
IPR020813,Conserved_site,"Fibrillarin, conserved site"
IPR020815,Conserved_site,"Small ribosomal subunit protein bS6, conserved site"
IPR020816,Conserved_site,"Histone-like DNA-binding protein, conserved site"
IPR020834,Conserved_site,"Lipoxygenase, conserved site"
IPR020837,Conserved_site,"Fibrinogen, conserved site"
IPR020845,Conserved_site,"AMP-binding, conserved site"
IPR020848,Conserved_site,"AP endonuclease 1, conserved site"
IPR020867,Conserved_site,"Tetrahydrofolate dehydrogenase/cyclohydrolase, conserved site"
IPR020877,Conserved_site,Interleukin-1 conserved site
IPR020891,Conserved_site,"Uncharacterised protein family UPF0758, conserved site"
IPR020892,Conserved_site,"Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site"
IPR020894,Conserved_site,Cadherin conserved site
IPR020895,Conserved_site,Frataxin conserved site
IPR020901,Conserved_site,"Proteinase inhibitor I2, Kunitz, conserved site"
IPR020902,Conserved_site,Actin/actin-like conserved site
IPR020904,Conserved_site,"Short-chain dehydrogenase/reductase, conserved site"
IPR020929,Conserved_site,"Large ribosomal subunit protein uL5, conserved site"
IPR020934,Conserved_site,"Small ribosomal subunit protein uS19, conserved site"
IPR020937,Conserved_site,SecA conserved site
IPR020939,Conserved_site,"Large ribosomal subunit protein bL34, conserved site"
IPR021132,Conserved_site,"Large ribosomal subunit protein eL18, conserved site"
IPR021196,Conserved_site,"PdxT/SNO family, conserved site"
IPR022272,Conserved_site,Lipocalin family conserved site
IPR022353,Conserved_site,"Insulin, conserved site"
IPR022357,Conserved_site,"Major intrinsic protein, conserved site"
IPR022408,Conserved_site,"Acyl-CoA-binding protein, ACBP, conserved site"
IPR022423,Conserved_site,"Neurohypophysial hormone, conserved site"
IPR022631,Conserved_site,"S-adenosylmethionine synthetase, conserved site"
IPR022646,Conserved_site,"Protein-export membrane protein SecD/SecF/SecDF, conserved site"
IPR022652,Conserved_site,"Zinc finger, XPA-type, conserved site"
IPR022657,Conserved_site,"Orn/DAP/Arg decarboxylase 2, conserved site"
IPR022658,Conserved_site,"XPA, conserved site"
IPR022659,Conserved_site,"Proliferating cell nuclear antigen, PCNA, conserved site"
IPR022664,Conserved_site,"Dihydrodipicolinate reductase, conserved site"
IPR022671,Conserved_site,"Large ribosomal subunit protein uL2, conserved site"
IPR022966,Conserved_site,"Ribonuclease II/R, conserved site"
IPR023000,Conserved_site,"Shikimate kinase, conserved site"
IPR023027,Conserved_site,"Mannitol dehydrogenase, conserved site"
IPR023058,Conserved_site,"Peptidyl-prolyl cis-trans isomerase, PpiC-type, conserved site"
IPR023076,Conserved_site,"Hydroxymethylglutaryl-CoA reductase, class I/II, conserved site"
IPR023151,Conserved_site,"PEP-utilising enzyme, conserved site"
IPR023174,Conserved_site,"3'5'-cyclic nucleotide phosphodiesterase, conserved site"
IPR023187,Conserved_site,"Transcriptional regulator MarR-type, conserved site"
IPR023188,Conserved_site,"DNA-binding protein Dps, conserved site"
IPR023193,Conserved_site,"3-phosphoshikimate 1-carboxyvinyltransferase, conserved site"
IPR023409,Conserved_site,"14-3-3 protein, conserved site"
IPR023415,Conserved_site,"Low-density lipoprotein (LDL) receptor class A, conserved site"
IPR023419,Conserved_site,"Transthyretin, conserved site"
IPR023425,Conserved_site,"Galactose-1-phosphate uridyl transferase, class II, conserved site"
IPR023442,Conserved_site,"Large ribosomal subunit protein eL24, conserved site"
IPR023563,Conserved_site,"Large ribosomal subunit protein uL13, conserved site"
IPR023576,Conserved_site,"UbiE/COQ5 methyltransferase, conserved site"
IPR023581,Conserved_site,"Platelet-derived growth factor, conserved site"
IPR023632,Conserved_site,"ATP synthase, F1 complex, gamma subunit conserved site"
IPR023636,Conserved_site,Urocanase conserved site
IPR023673,Conserved_site,"Large ribosomal subunit protein uL1, conserved site"
IPR023765,Conserved_site,"Solute-binding protein family 5, conserved site"
IPR023772,Conserved_site,"DNA-binding HTH domain, TetR-type, conserved site"
IPR023779,Conserved_site,"Chromo domain, conserved site"
IPR023795,Conserved_site,"Serpin, conserved site"
IPR023865,Conserved_site,"Aliphatic acid kinase, short-chain, conserved site"
IPR024607,Conserved_site,"Sulfatase, conserved site"
IPR024728,Conserved_site,"DNA polymerase type-Y, HhH motif"
IPR025820,Conserved_site,"Methyltransferase NNMT/PNMT/TEMT, conserved site"
IPR025944,Conserved_site,"Sigma-54 interaction domain, conserved site"
IPR027302,Conserved_site,"Glutamine synthetase, N-terminal conserved site"
IPR027303,Conserved_site,"Glutamine synthetase, glycine-rich site"
IPR027310,Conserved_site,Profilin conserved site
IPR028299,Conserved_site,"ClpA/B, conserved site 2"
IPR029510,Conserved_site,"Aldehyde dehydrogenase, glutamic acid active site"
IPR029752,Conserved_site,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain conserved site 1"
IPR029753,Conserved_site,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain conserved site"
IPR029760,Conserved_site,Glutathione peroxidase conserved site
IPR029768,Conserved_site,Fructose-bisphosphate aldolase class-I active site
IPR030373,Conserved_site,"Polyamine biosynthesis domain, conserved site"
IPR030391,Conserved_site,"RNA methyltransferase TrmA, conserved site"
IPR030456,Conserved_site,Fork head domain conserved site 2
IPR030470,Conserved_site,UbiA prenyltransferase conserved site
IPR030477,Conserved_site,"Interleukin-2, conserved site"
IPR030480,Conserved_site,"Natriuretic peptide, conserved site"
IPR030489,Conserved_site,"Transcription regulator Rrf2-type, conserved site"
IPR030490,Conserved_site,"Tissue inhibitor of metalloproteinase, conserved site"
IPR030491,Conserved_site,"TATA-box binding protein, conserved site"
IPR030513,Conserved_site,"Dehydrin, conserved site"
IPR030514,Conserved_site,"Stathmin, conserved site"
IPR030655,Conserved_site,NifH/chlL conserved site
IPR030659,Conserved_site,SecY conserved site
IPR030934,Conserved_site,Intein C-terminal splicing region
IPR031157,Conserved_site,"Tr-type G domain, conserved site"
IPR031303,Conserved_site,"DNA methylase, C-5 cytosine-specific, conserved site"
IPR031311,Conserved_site,Chitin-binding type R&R consensus
IPR032310,Conserved_site,"Ninja/AFP-like, putative nuclear localisation signal"
IPR032458,Conserved_site,Histone H2A conserved site
IPR033132,Conserved_site,"Glycosyl hydrolases family 1, N-terminal conserved site"
IPR033136,Conserved_site,"NAD-dependent DNA ligase, conserved site"
IPR033138,Conserved_site,"Multicopper oxidases, conserved site"
IPR033690,Conserved_site,"Adenylate kinase, conserved site"
IPR033749,Conserved_site,"Polyprenyl synthetase, conserved site"
IPR033773,Conserved_site,CBX family C-terminal motif
IPR033847,Conserved_site,"ATP-citrate lyase/succinyl-CoA ligase, conserved site"
IPR033986,Conserved_site,"Clusterin, conserved site"
IPR035090,Conserved_site,Phosphorylase pyridoxal-phosphate attachment site
IPR035595,Conserved_site,"UDP-glycosyltransferase family, conserved site"
IPR043579,Conserved_site,"Cutinase, aspartate and histidine active sites"
IPR043580,Conserved_site,"Cutinase, serine active site"
IPR045668,Conserved_site,"FHF complex subunit HOOK-interacting protein, KELAA motif"
IPR047859,Conserved_site,"Large ribosomal subunit protein bL17, conserved site"
IPR047861,Conserved_site,"Small ribosomal subunit protein eS7, conserved site"
IPR047862,Conserved_site,"TSC22/Bun, conserved site"
IPR047863,Conserved_site,"Small ribosomal subunit protein uS8, conserved site"
IPR047864,Conserved_site,"Ribosomal protein eS26, conserved site"
IPR048254,Conserved_site,"CDP-alcohol phosphatidyltransferase, conserved site"
IPR048258,Conserved_site,"Cyclins, cyclin-box"
IPR049024,Conserved_site,"AIR2-like, CCHC-type 1 zinc finger 4"
IPR049557,Conserved_site,Transketolase conserved site
IPR049704,Conserved_site,Aminotransferases class-III pyridoxal-phosphate attachment site
IPR049874,Conserved_site,"ROK, conserved site"
IPR049946,Conserved_site,"Large ribosomal subunit protein bL20, conserved site"
IPR049947,Conserved_site,"Copper amine oxidase, copper-binding site"
IPR049948,Conserved_site,"Copper amine oxidase, TPQ-binding site"
IPR053790,Conserved_site,Pyrroline-5-carboxylate reductase-like conserved site
IPR053819,Conserved_site,"TEAD interacting region 3, omega loop"
IPR053943,Conserved_site,"Ribosomal RNA large subunit methyltransferase K/L-like, conserved site"
